Word		Original_feature		Predicted_feature
vAlA		d		d
xeSa		d		d
ha		UNK		UNK
.		UNK		UNK
ihAM		o		o
ke		d		o
sabase		UNK		UNK
KAsa		d		any
bAwa		d		d
ihAM		o		o
ke		o		o
logoM		o		o
ka		d		UNK
sAikila		d		d
parema		d		d
ha		UNK		UNK
.		UNK		UNK
vEse		UNK		UNK
BI		UNK		UNK
i		d		UNK
xeSa		d		d
kAPI		UNK		UNK
CotA		UNK		d
ha		UNK		UNK
,		UNK		UNK
_NULL_		UNK		d
Ehikelie		UNK		UNK
xUriyAz		d		d
BI		UNK		UNK
kama		UNK		UNK
ha		UNK		UNK
.		UNK		UNK
Apa		d		d
pEMwisa		o		o
se		UNK		UNK
pEMwAlisa		any		d
kilomItara		o		o
ka		o		UNK
xAyarA		o		o
meM		UNK		UNK
ihAM		o		o
ka		d		UNK
rAjaXAnI		o		d
emstardama		o		o
ka		UNK		UNK
nihAra		UNK		d
sakawa		UNK		UNK
ha		UNK		UNK
.		UNK		UNK
Pira		UNK		UNK
ihAM		o		o
ka		o		UNK
Abo		d		d
-		UNK		UNK
havA		o		o
kA		d		d
kahanA		d		d
hI		UNK		UNK
kA		UNK		d
_NULL_		UNK		d
.		UNK		UNK
ihAM		d		d
Akara		UNK		UNK
ApakA		o		o
mana		d		d
barabasa		UNK		UNK
hI		UNK		UNK
sAikila		d		UNK
calAe		o		UNK
ka		UNK		UNK
bade		UNK		d
macala		UNK		d
padZI		UNK		UNK
.		UNK		UNK
i		d		UNK
nIxaralEMda		o		o
ka		d		UNK
rAjaXAnI		d		d
bA		UNK		UNK
.		UNK		UNK
i		d		UNK
xuniyA		o		o
ka		o		UNK
sabase		UNK		UNK
raMgIna		o		o
SaharoM		o		o
meM		UNK		UNK
SumAra		UNK		o
bA		UNK		UNK
.		UNK		UNK
ihAM		d		d
Apa		d		d
KUbasUrawa		o		UNK
myUjiyama		o		d
,		UNK		UNK
SAnaxAra		o		d
paba		o		o
,		UNK		UNK
_NULL_		UNK		d
acCe		o		o
reswrAz		o		o
ka		UNK		UNK
sAWa		d		d
-		UNK		UNK
sAWa		d		d
KUbasUrawa		o		o
PUloM		o		o
ka		o		UNK
mArketa		o		o
ka		d		UNK
jAyajA		d		d
le		UNK		UNK
sakelA		UNK		UNK
.		UNK		UNK
i		d		UNK
Sahara		d		d
kaI		UNK		UNK
KUbasUrawa		o		o
naharoM		o		o
se		UNK		UNK
judZala		UNK		UNK
bA		UNK		UNK
.		UNK		UNK
yaxi		UNK		UNK
Apa		d		d
ihAM		d		o
aelA		UNK		UNK
wa		UNK		UNK
krUja		o		o
meM		UNK		UNK
sEra		d		d
kare		d		UNK
na		UNK		UNK
BUliyA		UNK		UNK
.		UNK		UNK
i		o		UNK
KUbasUrawa		o		o
samA		o		o
meM		UNK		UNK
apane		o		o
sAWI		o		o
ka		UNK		UNK
sAWa		d		d
krUja		o		o
ka		d		UNK
sEra		d		d
eka		any		any
anoKA		d		d
anuBava		d		UNK
hoi		UNK		UNK
.		UNK		UNK
Pira		UNK		UNK
yaxi		UNK		UNK
nAita		o		o
meM		UNK		UNK
vAina		d		d
krUja		o		o
ka		d		UNK
luwPa		d		d
uTAyala		UNK		d
jAi		UNK		UNK
wa		UNK		UNK
kahanA		d		d
hI		UNK		UNK
kA		UNK		d
_NULL_		UNK		d
.		UNK		UNK
ihAM		d		o
samara		o		o
meM		UNK		UNK
kEnAla		d		d
hAusa		d		d
gArdana		d		d
Ama		o		any
logoM		o		o
ka		UNK		UNK
lie		UNK		UNK
Kola		UNK		d
xevala		UNK		UNK
jAlA		UNK		UNK
.		UNK		UNK
ihAM		o		o
ka		d		UNK
KUbasUrawI		d		o
Ora		UNK		UNK
hariyAlI		d		o
xeKawa		UNK		d
hI		UNK		UNK
banawa		UNK		d
lA		UNK		UNK
.		UNK		UNK
ihAM		d		d
yUropa		o		o
ka		d		UNK
sabase		UNK		UNK
purAnA		d		UNK
jU		d		d
'		UNK		UNK
Aratisa		d		d
jUra		d		o
'		UNK		UNK
bA		UNK		UNK
.		UNK		UNK
ihAM		d		d
Apa		d		d
raMgIna		o		o
pariMxoM		o		o
se		UNK		UNK
lekara		UNK		UNK
nirAle		o		o
vanya		o		d
jIva		o		o
ka		UNK		UNK
nihAra		UNK		d
sakelA		UNK		UNK
.		UNK		UNK
emstardama		o		o
ka		o		UNK
xaKina		o		o
meM		UNK		UNK
prasixXa		d		d
redalAita		d		d
ilAkA		d		UNK
bA		UNK		UNK
.		UNK		UNK
ihAM		d		d
seksa		d		d
SOYpsa		d		o
,		UNK		UNK
_NULL_		UNK		d
seksa		d		d
myUjiyama		o		o
se		UNK		UNK
lekara		UNK		UNK
aisana		d		d
bahuwa		UNK		UNK
kuCa		UNK		UNK
bA		UNK		d
,		UNK		UNK
jekara		o		UNK
kalpanA		d		d
BI		UNK		UNK
muSkila		UNK		d
bA		UNK		UNK
.		UNK		UNK
e		o		o
galiyA		o		o
meM		UNK		UNK
grAhakoM		o		o
ka		UNK		UNK
AkarRiwa		UNK		UNK
kare		o		UNK
ka		UNK		UNK
lie		UNK		UNK
seksa		d		d
viMdo		d		d
banalA		UNK		UNK
.		UNK		UNK
jahavA		d		d
yuvawiyAz		d		d
nirvaswra		UNK		d
KadZI		UNK		d
rahakara		UNK		UNK
grAhaka		o		o
ka		UNK		UNK
AkarRiwa		UNK		UNK
karanI		UNK		UNK
.		UNK		UNK
ihAM		o		o
KidZakiyoM		o		o
para		UNK		UNK
cAra		any		any
GaMte		d		d
KadZA		UNK		UNK
rahe		o		UNK
ka		o		UNK
evaja		o		o
meM		UNK		UNK
inheM		o		o
KAsA		d		d
tEksa		d		d
cukAe		UNK		UNK
padZalA		UNK		UNK
.		UNK		UNK
eke		o		o
sAWa		d		d
hI		UNK		UNK
ihAM		d		d
kaI		UNK		UNK
KUbasUrawa		d		d
myUjiyama		d		o
bA		UNK		d
,		UNK		UNK
jahavA		d		o
Apako		o		o
daca		o		d
iwihAsa		o		o
ka		d		UNK
acCI		d		o
jAnakArI		d		d
mila		UNK		UNK
jAi		UNK		UNK
.		UNK		UNK
i		d		UNK
Sahara		d		d
hOYlEMda		o		o
ka		o		UNK
xUsare		o		o
SaharoM		o		o
se		UNK		UNK
kuCa		UNK		UNK
alaga		UNK		UNK
bA		UNK		UNK
.		UNK		UNK
e		o		o
hAitEka		o		d
sitI		o		o
ka		UNK		UNK
nihAre		o		o
ka		UNK		UNK
bade		UNK		d
Apa		d		d
yUromArta		o		o
ka		d		UNK
maxaxa		d		d
le		UNK		UNK
sakelA		UNK		UNK
.		UNK		UNK
yUromArta		d		d
AXunika		d		o
liPta		d		o
bA		UNK		d
,		UNK		UNK
jeke		o		UNK
jarie		UNK		UNK
Apa		d		d
185		any		any
mItara		d		d
UzcAI		o		o
para		UNK		UNK
jAkara		UNK		UNK
rotaradEma		o		o
ka		d		UNK
pEronOYmika		d		o
vyU		d		d
xeKa		UNK		d
sakelA		UNK		UNK
.		UNK		UNK
ihAM		d		d
aneko		UNK		UNK
myUjiyama		d		d
bA		UNK		UNK
.		UNK		UNK
eme		o		o
se		UNK		UNK
merItAima		d		d
myUjiyama		d		d
kAPI		UNK		UNK
prasixGa		UNK		o
bA		UNK		UNK
.		UNK		UNK
merItAima		d		d
myUjiyama		o		o
meM		UNK		UNK
Apa		d		d
awIwa		o		o
ka		d		UNK
badZakA		d		d
-		UNK		UNK
badZakA		d		d
jahAja		d		d
xeKa		UNK		UNK
sakelA		UNK		UNK
.		UNK		UNK
i		o		UNK
myUjiyama		o		o
meM		UNK		UNK
samuxrI		o		o
yAwrAoM		o		o
se		UNK		UNK
judZI		UNK		UNK
kaI		UNK		UNK
yAxeM		d		d
saMBAlakara		UNK		UNK
raKala		UNK		UNK
gayala		UNK		d
bA		UNK		UNK
.		UNK		UNK
myUjiyama		d		d
nihAre		o		o
ka		UNK		UNK
sAWa		d		d
hI		UNK		UNK
spIdo		d		o
hArbara		d		d
tripa		o		o
ka		d		UNK
luwPa		d		d
le		d		UNK
nA		UNK		UNK
BUlihA		UNK		UNK
.		UNK		UNK
spIdo		o		o
ka		UNK		UNK
jarie		UNK		UNK
Apa		d		d
75		any		any
minita		o		o
meM		UNK		UNK
pUrA		d		d
rotaradEma		d		d
nihAra		UNK		d
sakelA		UNK		UNK
.		UNK		UNK
i		o		UNK
jagaha		o		o
ka		UNK		UNK
xeKakara		UNK		o
Apako		o		o
barabasa		UNK		UNK
'		UNK		UNK
silasilA		d		o
'		UNK		UNK
Pilma		o		o
ka		d		UNK
gAnA		o		d
'		UNK		UNK
xeKA		UNK		UNK
eka		any		any
KvAba		d		d
wo		UNK		UNK
silasile		d		d
hue...		UNK		d
'		UNK		UNK
ka		d		UNK
yAxa		d		d
A		UNK		UNK
jAi		UNK		UNK
.		UNK		UNK
vasaMwa		o		o
ka		o		UNK
mOsama		o		o
meM		UNK		UNK
xUra		o		d
waka		UNK		UNK
Kile		UNK		UNK
tyUlipa		o		o
ka		o		UNK
PUloM		o		o
ka		d		UNK
anupama		d		UNK
CatA		d		d
xeKawa		UNK		UNK
hI		UNK		UNK
banalA		UNK		UNK
.		UNK		UNK
eke		o		o
hOYlEMda		o		o
ka		d		UNK
gArdana		d		d
kahala		UNK		UNK
jAlA		UNK		UNK
.		UNK		UNK
yUz		UNK		d
BI		UNK		UNK
nIxaralEMda		d		d
xuniyA		o		o
ka		d		UNK
sabase		UNK		UNK
badZA		d		d
PUla		d		d
uwpAxaka		d		o
Ora		UNK		UNK
vikrewA		d		d
xeSa		d		o
bA		UNK		UNK
.		UNK		UNK
Apa		d		d
jaba		d		d
BI		UNK		UNK
ihAM		d		d
Aez		UNK		UNK
,		UNK		UNK
_NULL_		UNK		d
apane		o		o
hamasaPara		o		o
ka		UNK		UNK
lie		UNK		UNK
tyUlipa		o		o
ka		d		UNK
upahAra		d		d
KZarIxe		d		d
na		UNK		UNK
BUlihA		UNK		UNK
.		UNK		UNK
yaxi		UNK		UNK
Apa		d		d
i		o		UNK
ukwi		o		o
para		UNK		UNK
viSvAsa		d		d
karelA		UNK		UNK
wa		UNK		UNK
kostara		d		d
dAyamaMda		o		o
ka		d		UNK
cakkara		d		UNK
jarUra		UNK		UNK
lagAiegA		UNK		UNK
.		UNK		UNK
ihAM		d		o
anagaDZa		o		o
hIroM		o		o
ka		UNK		UNK
behaxa		o		d
KUbasUrawI		o		o
ka		UNK		UNK
sAWa		d		d
warASA		UNK		d
jAlA		UNK		UNK
.		UNK		UNK
bAzXavagaDZa		o		o
ka		UNK		UNK
aMxara		d		d
banala		UNK		d
prAcIna		d		d
kilA		d		d
BI		UNK		UNK
xeKe		o		UNK
yogya		UNK		d
bA		UNK		UNK
.		UNK		UNK
purAwawva		d		o
vewwAoM		o		o
ka		UNK		UNK
anusAra		UNK		UNK
i		d		UNK
kilA		d		d
lagaBaga		UNK		UNK
2000		any		any
sAla		d		d
purAnA		UNK		d
bA		UNK		UNK
.		UNK		UNK
i		o		UNK
kilA		o		o
ka		d		UNK
ulleKa		d		d
Siva		d		d
purANa		o		o
se		UNK		UNK
lekara		UNK		UNK
nAraxa		d		d
paMca		d		d
rawnA		o		o
waka		UNK		UNK
meM		UNK		UNK
AvalA		UNK		UNK
.		UNK		UNK
kilA		o		o
ka		UNK		UNK
Upara		d		d
kaI		UNK		UNK
saxiyoM		o		o
waka		UNK		UNK
alaga		d		UNK
-		UNK		UNK
alaga		o		UNK
rAjaGarAnA		o		d
rAja		d		d
kainA		UNK		UNK
.		UNK		UNK
jinameM		o		o
se		UNK		UNK
magaXa		o		o
,		UNK		UNK
kalcurI		o		o
Ora		UNK		UNK
vikramAxiwya		d		d
siMGa		o		o
ka		d		UNK
rAjaGarAne		d		o
pramuKa		UNK		o
bA		UNK		UNK
.		UNK		UNK
Aja		d		d
kilA		o		o
ka		d		UNK
BagnAvaSeRa		d		o
svarUpa		d		d
hI		UNK		UNK
SeRa		UNK		d
bA		UNK		UNK
.		UNK		UNK
lekina		UNK		UNK
ihAM		o		o
ka		o		UNK
purAnI		o		o
xIvAroM		o		o
meM		UNK		UNK
iwihAsa		o		o
ka		d		UNK
kaI		UNK		UNK
rAja		d		d
kExa		d		o
bA		UNK		UNK
.		UNK		UNK
kaba		d		d
jAi		UNK		UNK
?		UNK		UNK
bAzXavagaDZa		d		d
jAe		o		UNK
ka		d		UNK
sahI		d		o
mOsama		d		d
ParavarI		o		o
se		UNK		UNK
jUna		d		d
mAha		o		o
waka		UNK		UNK
bA		UNK		UNK
.		UNK		UNK
vEse		UNK		UNK
TaMda		o		o
ka		o		UNK
xina		o		o
meM		UNK		UNK
vAilda		d		d
lAiPa		d		d
jyAxA		UNK		UNK
KUbasUrawa		UNK		UNK
lagalA		UNK		UNK
.		UNK		UNK
mAnasUna		o		o
ka		o		UNK
kAraNa		o		d
pArka		o		o
ka		UNK		UNK
1		d		d
julAI		o		o
se		UNK		UNK
30		d		d
siwaMbara		o		o
waka		UNK		UNK
baMxa		UNK		UNK
kara		UNK		UNK
xevala		UNK		UNK
gaila		UNK		UNK
.		UNK		UNK
kEse		UNK		UNK
jAi		UNK		UNK
?		UNK		UNK
Apa		d		d
plena		d		o
,		UNK		UNK
rela		d		d
yA		UNK		UNK
sadZaka		d		d
mArga		d		o
,		UNK		UNK
jisase		o		o
cAhe		UNK		UNK
jA		UNK		UNK
sakelA		UNK		UNK
.		UNK		UNK
ihAM		o		o
ka		d		UNK
sabase		UNK		UNK
najaxIkI		d		o
eyaraporta		d		d
jabalapura		d		d
.		UNK		UNK
lekina		d		UNK
Apa		o		d
KajurAho		UNK		d
yA		o		UNK
xillI		UNK		o
se		o		UNK
ihAM		UNK		UNK
ka		UNK		UNK
lie		d		UNK
sIXI		d		d
PlAita		UNK		d
le		UNK		UNK
sakelA		UNK		UNK
.		o		UNK
ekare		UNK		d
alAvA		d		UNK
Apa		o		d
katanI		UNK		o
,		o		UNK
sawanA		UNK		d
,		o		UNK
jabalapura		UNK		d
yA		o		UNK
xeSa		o		o
ka		o		UNK
kisI		UNK		o
BI		o		UNK
hissA		UNK		o
se		o		UNK
ihAM		UNK		UNK
ka		UNK		UNK
lie		d		UNK
rela		UNK		d
yA		d		UNK
basa		d		d
suviXA		UNK		d
le		UNK		UNK
sakelA		UNK		UNK
.		d		UNK
kahAz		UNK		d
TaharI		UNK		UNK
?		d		UNK
ihAM		o		o
POYresta		o		o
ka		o		UNK
hotala		UNK		o
meM		o		UNK
xo		UNK		any
se		any		UNK
wIna		any		any
hajAra		o		any
rupae		UNK		o
meM		d		UNK
baDZiyA		d		d
eyarakUlda		UNK		o
Ora		d		UNK
esI		d		o
rUma		UNK		d
upalabXa		UNK		d
bA		UNK		UNK
.		o		UNK
jaMgala		UNK		o
ka		d		UNK
bIcoMbIca		UNK		d
bane		o		UNK
i		o		UNK
KUbasUrawa		o		o
britiSa		o		d
kAlIna		o		o
Bavano		UNK		o
meM		d		UNK
rahe		any		UNK
eka		d		any
alaga		d		UNK
anuBava		UNK		d
bA		UNK		UNK
.		UNK		UNK
lekina		UNK		UNK
yaxi		o		UNK
ApakA		d		o
bajata		UNK		d
kama		UNK		UNK
bA		UNK		d
wa		o		UNK
jaMgala		UNK		o
ka		d		UNK
bAhara		d		d
saswe		d		d
hotala		UNK		o
Ora		d		UNK
XarmaSAlAez		UNK		d
BI		UNK		UNK
bA		UNK		UNK
.		d		UNK
ihAM		d		d
Apa		any		d
pAzca		o		any
hajAra		UNK		o
se		UNK		UNK
lekara		any		UNK
bIsa		any		d
hajAra		o		any
rupae		UNK		o
meM		d		UNK
acCI		d		d
CuttiyAz		UNK		d
biwA		UNK		UNK
sakalA		UNK		UNK
.		d		UNK
ihe		d		o
vajaha		UNK		o
bA		UNK		d
ki		o		UNK
jEsalamera		UNK		o
ka		o		UNK
goldana		o		d
sitI		o		o
ka		o		UNK
nAma		UNK		o
se		UNK		UNK
BI		UNK		UNK
jAnala		UNK		UNK
jAlA		UNK		UNK
hE		UNK		UNK
.		d		UNK
Sahara		o		d
iwanA		o		d
CotA		o		d
kRewra		UNK		o
meM		UNK		UNK
Pailala		UNK		o
bA		UNK		UNK
ki		d		UNK
sElAnI		d		d
ihAM		UNK		d
pExala		UNK		UNK
GUmawe		UNK		UNK
hue		o		UNK
maruBUmi		o		d
ka		o		UNK
i		o		UNK
sunaharA		o		d
mukuta		UNK		o
ka		UNK		UNK
nihAra		UNK		d
sakelA		UNK		UNK
.		UNK		UNK
mAnala		UNK		d
jAlA		UNK		UNK
ki		o		UNK
jEsalamera		d		o
ka		d		UNK
sWApanA		o		d
BAtI		o		d
rAjapUwa		UNK		d
,		d		UNK
rAva		o		d
jEsala		o		d
12vIM		o		d
SawAbxI		UNK		o
meM		UNK		UNK
kainA		UNK		UNK
.		o		UNK
iwihAsa		o		o
ka		o		UNK
xqRti		UNK		o
se		UNK		UNK
xeKA		UNK		UNK
wa		d		UNK
jEsalamera		o		d
Sahara		UNK		o
para		o		UNK
KilajI		UNK		UNK
,		o		UNK
rATOra		UNK		o
,		o		UNK
mugala		UNK		o
,		UNK		UNK
_NULL_		o		d
wugalaka		UNK		d
Axi		UNK		UNK
ne		UNK		UNK
kaI		d		UNK
bAra		d		d
AkramaNa		UNK		d
kiyA		UNK		UNK
.		o		UNK
ekarA		UNK		d
bAvajUxa		o		UNK
jEsalamera		d		o
ka		d		UNK
SAhI		d		d
Bavana		d		d
rAjapUwa		o		d
SElI		d		o
ka		d		UNK
saccA		d		o
xyowaka		UNK		d
bA		UNK		UNK
.		o		UNK
skOYtalEMda		o		o
ka		o		UNK
KUbasUrawa		o		d
kilA		UNK		o
ka		d		UNK
mAwa		UNK		d
xewa		o		UNK
i		o		UNK
kilA		d		o
ka		d		UNK
nirmANa		d		d
BAtI		o		o
vaMSa		o		o
ka		d		UNK
rANA		o		d
jEsala		o		d
1156		UNK		o
meM		UNK		UNK
kainA		UNK		UNK
.		d		UNK
baluA		o		d
pawWara		UNK		o
se		UNK		UNK
banala		o		UNK
i		o		UNK
Bavya		o		o
kilA		UNK		o
meM		any		UNK
99		d		any
burja		UNK		d
banala		UNK		d
bA		UNK		UNK
.		o		UNK
kilA		d		o
ka		any		UNK
cAra		d		any
praveSa		d		d
xvAra		UNK		o
bA		UNK		d
,		o		UNK
jeke		d		UNK
gaNeSa		o		o
pola		UNK		d
,		d		UNK
sUraja		o		d
pola		UNK		d
,		d		UNK
BUwa		o		d
pola		UNK		d
Aura		d		d
havA		o		d
pola		o		o
ka		o		UNK
nAma		UNK		o
se		UNK		UNK
jAnala		UNK		UNK
jAlA		UNK		UNK
.		d		UNK
i		d		UNK
kilA		o		d
rAjapUwI		d		o
sWApawya		o		d
kalA		d		o
ka		d		UNK
bejodZa		d		d
namUnA		UNK		d
bA		UNK		UNK
.		o		UNK
purAne		o		o
samaya		o		o
ka		o		UNK
KUbasUrawa		UNK		o
Aura		o		d
badZe		o		o
Bavana		UNK		o
ka		o		UNK
haveliyoM		o		o
ka		o		UNK
nAma		UNK		o
se		UNK		UNK
pahacAnala		UNK		d
jAlA		UNK		UNK
.		o		UNK
jEsalamera		UNK		o
meM		d		UNK
aisana		UNK		d
kaI		d		UNK
haveliyAz		UNK		o
bA		UNK		UNK
.		o		UNK
inameM		UNK		o
se		d		UNK
kuCa		any		UNK
200		o		any
sAloM		UNK		o
se		UNK		UNK
jyAxA		UNK		UNK
purAnA		UNK		UNK
bA		UNK		d
,		UNK		UNK
lekina		UNK		UNK
iwanA		UNK		d
purAnA		o		UNK
hoe		UNK		o
ka		d		UNK
bAxa		UNK		d
BI		o		UNK
ekara		d		UNK
camaka		d		d
xeKala		UNK		UNK
lAyaka		UNK		o
bA		UNK		UNK
.		d		UNK
uwwara		o		d
praxeSa		UNK		o
meM		o		UNK
GarelU		UNK		d
va(aura)		o		UNK
vixeSI		o		o
paryatakoM		o		o
kI(ke)		o		d
saMKyA		UNK		o
meM		UNK		UNK
ke		d		UNK
bAvajUxa		d		UNK
rAjya		d		d
sarakAra		o		d
paryatana		UNK		d
yojanAvana		UNK		o
ke		UNK		UNK
prawi		UNK		UNK
gaMBIra		UNK		UNK
nahIM(naiKe)		d		d
.		d		UNK
keMxrIya		o		o
paryatana		d		d
maMwrAlaya		d		o
kA		UNK		d
mAnala		UNK		d
ha		o		UNK
ki		UNK		UNK
rAjya		o		o
meM		d		UNK
paryatana		UNK		o
ke		d		o
kAPI		UNK		UNK
saMBAvanA		UNK		d
bA		o		UNK
.		d		UNK
jagahana		UNK		o
ke		o		o
pahacAna		UNK		d
kara		o		UNK
unake		UNK		o
vikasiwa		d		UNK
kare		d		UNK
KAwira		d		UNK
keMxra		UNK		d
ArWika		o		o
sahAyawA		UNK		d
BI		UNK		UNK
xeve		UNK		d
KAwira		UNK		UNK
wEyAra		UNK		UNK
bA		o		UNK
.		UNK		UNK
lekina		UNK		UNK
koSiSana		d		o
ke		o		UNK
bAvajUxa		o		UNK
rAjya		o		d
sarakAra		UNK		o
ke		o		o
waraPa		UNK		o
se		UNK		UNK
eha		d		UNK
bAre		d		UNK
meM		UNK		UNK
kOno		UNK		UNK
praswAva		UNK		d
prApwa		UNK		UNK
nAhIM		UNK		UNK
Baila		o		UNK
ha		UNK		UNK
.		UNK		UNK
AMkadoM		UNK		o
ke		d		UNK
muwAbika		o		UNK
,		UNK		UNK
varRa		o		d
2002		UNK		o
meM		o		UNK
rAjya		o		o
meM		o		UNK
Aye		o		o
vAlana		d		d
vixeSI		d		o
paryatakana		any		o
ke		any		o
saMKyA		UNK		d
sAwa		UNK		any
lAKa		d		UNK
rahe		o		UNK
.		UNK		UNK
u		UNK		d
2004		any		o
meM		any		UNK
baDZakara		UNK		UNK
nava		UNK		d
lAKa		UNK		any
waka		UNK		UNK
jA		o		UNK
pahuMcI		UNK		UNK
.		d		UNK
ekare		d		d
bAvajUxa		o		UNK
rAjya		o		d
sarakAra		UNK		o
ye		UNK		d
mAmalA		UNK		o
ke		UNK		d
lekara		UNK		UNK
gaMBIra		d		UNK
naiKe		o		UNK
.		UNK		UNK
paryatana		UNK		d
maMwrAlaya		UNK		o
ka		o		UNK
muwAbika		d		UNK
,		o		UNK
cAlU		UNK		d
viwwa		d		d
barasa		UNK		o
meM		d		UNK
laKanaU		UNK		d
-		d		UNK
xuXavA		d		d
-		o		UNK
kataranIGAta		UNK		d
paryatana		UNK		d
sarkita		UNK		o
ka		o		UNK
alAvA		o		UNK
kaI		o		UNK
anya		o		o
sWalana		UNK		o
ke		d		o
vikAsa		d		d
KAwira		o		UNK
viwwIya		d		o
sahAyawA		d		d
xeve		UNK		o
ka		UNK		UNK
PEsalA		UNK		d
kaila		UNK		d
gaila		o		d
ha		UNK		UNK
.		o		UNK
rAjya		o		o
meM		o		UNK
XArmika		o		o
paryatana		UNK		o
ke		UNK		o
saMBAvanana		UNK		o
ke		UNK		UNK
xeKawe		d		UNK
BI		UNK		UNK
kewanA		UNK		d
yojanA		UNK		d
ha		d		UNK
.		o		UNK
para		o		UNK
rAjya		UNK		d
sarakAra		o		d
aba		UNK		o
waka		UNK		UNK
ekarA		d		UNK
bAre		d		UNK
meM		UNK		UNK
kOno		UNK		UNK
praswAva		UNK		d
nAhIM		UNK		d
Bejala		d		UNK
ha		d		UNK
.		d		UNK
keMxrIya		d		o
paryatana		d		d
rAjya		o		d
maMwrI		UNK		o
reNukA		UNK		d
cOXarI		UNK		o
ka		o		UNK
muwAbika		o		UNK
,		o		UNK
paryatana		d		o
ka		d		UNK
vikAsa		d		o
ke		d		o
