Word		Original_feature		Predicted_feature
samqxXipUrNa		UNK		UNK
praBAva		0		0
xeve		wA		yA
le		hE		yA
.		UNK		UNK
cawurBuja		0		0
ka		UNK		UNK
AkAra		0		0
ka		UNK		UNK
i		UNK		UNK
mahala		0		0
17vIM		0		0
SawAbxI		0		0
meM		UNK		UNK
maXukara		0		kara
SAha		0		0
banavaile		yA		0
rahalana		WA		0
.		UNK		UNK
nIxaralEMda		0		0
,		UNK		UNK
jeke		ko		yA
hOYlEMda		0		0
BI		UNK		UNK
kahala		yA		0
jAlA		wA		yA
,		UNK		UNK
mOja		0		0
-		UNK		UNK
maswI		0		0
Aura		UNK		0
suMxara		UNK		0
najArA		0		UNK
vAlA		UNK		UNK
xeSa		0		0
ha		hE		0
.		UNK		UNK
ihAM		UNK		0
ke		UNK		UNK
sabase		UNK		UNK
KAsa		UNK		UNK
bAwa		0		0
ihAM		UNK		0
ke		UNK		UNK
logoM		0		0
ka		UNK		UNK
sAikila		0		UNK
parema		0		0
ha		hE		0
.		UNK		UNK
vEse		UNK		UNK
BI		UNK		UNK
i		UNK		UNK
xeSa		0		0
kAPI		UNK		UNK
CotA		UNK		0
ha		hE		0
,		UNK		UNK
_NULL_		UNK		UNK
Ehikelie		UNK		UNK
xUriyAz		0		0
BI		UNK		UNK
kama		UNK		UNK
ha		hE		0
.		UNK		UNK
Apa		0		0
pEMwisa		UNK		0
se		UNK		UNK
pEMwAlisa		UNK		0
kilomItara		0		0
ka		UNK		UNK
xAyarA		0		0
meM		UNK		UNK
ihAM		UNK		UNK
ka		UNK		UNK
rAjaXAnI		0		0
emstardama		0		0
ka		UNK		UNK
nihAra		0		0
sakawa		wA		UNK
ha		hE		0
.		UNK		UNK
Pira		UNK		UNK
ihAM		UNK		UNK
ka		UNK		UNK
Abo		0		0
-		UNK		UNK
havA		0		0
kA		UNK		UNK
kahanA		nA		nA
hI		UNK		UNK
kA		UNK		UNK
_NULL_		UNK		0
.		UNK		UNK
ihAM		UNK		UNK
Akara		kara		0
ApakA		kA		0
mana		0		0
barabasa		UNK		UNK
hI		UNK		UNK
sAikila		0		UNK
calAe		nA		yA
ka		UNK		UNK
bade		UNK		0
macala		0		0
padZI		gA		yA
.		UNK		UNK
i		0		UNK
nIxaralEMda		0		0
ka		UNK		UNK
rAjaXAnI		0		0
bA		hE		0
.		UNK		UNK
i		0		UNK
xuniyA		0		0
ka		UNK		UNK
sabase		UNK		UNK
raMgIna		UNK		UNK
SaharoM		0		0
meM		UNK		UNK
SumAra		UNK		0
bA		hE		0
.		UNK		UNK
ihAM		UNK		UNK
Apa		0		0
KUbasUrawa		UNK		UNK
myUjiyama		0		0
,		UNK		UNK
SAnaxAra		UNK		0
paba		0		UNK
,		UNK		UNK
_NULL_		UNK		UNK
acCe		UNK		UNK
reswrAz		0		0
ka		UNK		UNK
sAWa		UNK		UNK
-		UNK		UNK
sAWa		UNK		UNK
KUbasUrawa		UNK		UNK
PUloM		0		0
ka		UNK		UNK
mArketa		0		0
ka		UNK		UNK
jAyajA		0		0
le		0		0
sakelA		wA		yA
.		UNK		UNK
i		UNK		UNK
Sahara		0		0
kaI		UNK		UNK
KUbasUrawa		UNK		UNK
naharoM		0		0
se		UNK		UNK
judZala		yA		0
bA		hE		UNK
.		UNK		UNK
yaxi		UNK		UNK
Apa		0		0
ihAM		UNK		UNK
aelA		eM		0
wa		UNK		UNK
krUja		0		0
meM		UNK		UNK
sEra		0		0
kare		nA		yA
na		UNK		UNK
BUliyA		eM		yA
.		UNK		UNK
i		UNK		UNK
KUbasUrawa		UNK		UNK
samA		0		0
meM		UNK		UNK
apane		0		0
sAWI		0		0
ka		UNK		UNK
sAWa		UNK		UNK
krUja		0		0
ka		UNK		UNK
sEra		0		0
eka		UNK		UNK
anoKA		UNK		0
anuBava		0		UNK
hoi		gA		0
.		UNK		UNK
Pira		UNK		UNK
yaxi		UNK		UNK
nAita		0		0
meM		UNK		UNK
vAina		0		0
krUja		0		0
ka		UNK		UNK
luwPa		0		0
uTAyala		yA		0
jAi		eM		0
wa		UNK		UNK
kahanA		nA		nA
hI		UNK		UNK
kA		UNK		UNK
_NULL_		UNK		0
.		UNK		UNK
ihAM		UNK		UNK
samara		0		0
meM		UNK		UNK
kEnAla		0		0
hAusa		0		0
gArdana		0		0
Ama		UNK		UNK
logoM		0		0
ka		UNK		UNK
lie		UNK		UNK
Kola		0		0
xevala		yA		0
jAlA		wA		yA
.		UNK		UNK
ihAM		UNK		UNK
ka		UNK		UNK
KUbasUrawI		0		0
Ora		UNK		UNK
hariyAlI		0		0
xeKawa		wA		0
hI		UNK		UNK
banawa		wA		0
lA		hE		WA
.		UNK		UNK
ihAM		UNK		UNK
yUropa		0		0
ka		UNK		UNK
sabase		UNK		UNK
purAnA		UNK		nA
jU		0		0
'		UNK		UNK
Aratisa		0		0
jUra		0		0
'		UNK		UNK
bA		hE		UNK
.		UNK		UNK
ihAM		UNK		UNK
Apa		0		0
raMgIna		UNK		UNK
pariMxoM		0		0
se		UNK		UNK
lekara		kara		kara
nirAle		UNK		UNK
vanya		UNK		0
jIva		0		0
ka		UNK		UNK
nihAra		0		0
sakelA		wA		yA
.		UNK		UNK
emstardama		0		0
ka		UNK		UNK
xaKina		0		0
meM		UNK		UNK
prasixXa		UNK		UNK
redalAita		0		0
ilAkA		0		yA
bA		hE		UNK
.		UNK		UNK
ihAM		UNK		UNK
seksa		0		0
SOYpsa		0		0
,		UNK		UNK
_NULL_		UNK		0
seksa		0		0
myUjiyama		0		0
se		UNK		UNK
lekara		kara		kara
aisana		0		0
bahuwa		UNK		UNK
kuCa		UNK		UNK
bA		hE		UNK
,		UNK		UNK
jekara		kA		kara
kalpanA		0		0
BI		UNK		UNK
muSkila		UNK		0
bA		hE		0
.		UNK		UNK
e		UNK		UNK
galiyA		0		0
meM		UNK		UNK
grAhakoM		0		0
ka		UNK		UNK
AkarRiwa		UNK		UNK
kare		nA		yA
ka		UNK		UNK
lie		UNK		UNK
seksa		0		0
viMdo		0		0
banalA		yA		yA
.		UNK		UNK
jahavA		UNK		UNK
yuvawiyAz		0		0
nirvaswra		UNK		0
KadZI		UNK		UNK
rahakara		kara		kara
grAhaka		0		0
ka		UNK		UNK
AkarRiwa		UNK		UNK
karanI		wA		nA
.		UNK		UNK
ihAM		UNK		UNK
KidZakiyoM		0		0
para		UNK		UNK
cAra		UNK		UNK
GaMte		0		0
KadZA		UNK		yA
rahe		nA		yA
ka		UNK		UNK
evaja		UNK		0
meM		UNK		UNK
inheM		ko		ko
KAsA		UNK		0
tEksa		0		0
cukAe		nA		yA
padZalA		wA		yA
.		UNK		UNK
eke		ke		UNK
sAWa		UNK		UNK
hI		UNK		UNK
ihAM		UNK		UNK
kaI		UNK		UNK
KUbasUrawa		UNK		UNK
myUjiyama		0		0
bA		hE		UNK
,		UNK		UNK
jahavA		UNK		0
Apako		ko		ko
daca		UNK		0
iwihAsa		0		0
ka		UNK		UNK
acCI		UNK		UNK
jAnakArI		0		0
mila		0		0
jAi		gA		0
.		UNK		UNK
i		UNK		UNK
Sahara		0		0
hOYlEMda		0		0
ka		UNK		UNK
xUsare		UNK		UNK
SaharoM		0		0
se		UNK		UNK
kuCa		UNK		UNK
alaga		UNK		0
bA		hE		UNK
.		UNK		UNK
e		UNK		UNK
hAitEka		UNK		0
sitI		0		0
ka		UNK		UNK
nihAre		nA		0
ka		UNK		UNK
bade		UNK		0
Apa		0		0
yUromArta		0		0
ka		UNK		UNK
maxaxa		0		0
le		0		0
sakelA		wA		yA
.		UNK		UNK
yUromArta		0		0
AXunika		UNK		UNK
liPta		0		0
bA		hE		UNK
,		UNK		UNK
jeke		ke		yA
jarie		UNK		UNK
Apa		0		0
185		UNK		UNK
mItara		0		0
UzcAI		0		0
para		UNK		UNK
jAkara		kara		kara
rotaradEma		0		0
ka		UNK		UNK
pEronOYmika		UNK		UNK
vyU		0		0
xeKa		0		0
sakelA		wA		yA
.		UNK		UNK
ihAM		UNK		UNK
aneko		UNK		UNK
myUjiyama		0		0
bA		hE		UNK
.		UNK		UNK
eme		meM		0
se		UNK		UNK
merItAima		0		0
myUjiyama		0		0
kAPI		UNK		UNK
prasixGa		UNK		0
bA		hE		UNK
.		UNK		UNK
merItAima		0		0
myUjiyama		0		0
meM		UNK		UNK
Apa		0		0
awIwa		0		0
ka		UNK		UNK
badZakA		UNK		0
-		UNK		UNK
badZakA		UNK		0
jahAja		0		0
xeKa		0		0
sakelA		wA		gA
.		UNK		UNK
i		UNK		UNK
myUjiyama		0		0
meM		UNK		UNK
samuxrI		UNK		UNK
yAwrAoM		0		0
se		UNK		UNK
judZI		yA		yA
kaI		UNK		UNK
yAxeM		0		0
saMBAlakara		kara		kara
raKala		yA		UNK
gayala		yA1		0
bA		hE		0
.		UNK		UNK
myUjiyama		0		0
nihAre		nA		0
ka		UNK		UNK
sAWa		UNK		UNK
hI		UNK		UNK
spIdo		0		0
hArbara		0		0
tripa		0		0
ka		UNK		UNK
luwPa		0		0
le		nA		0
nA		UNK		UNK
BUlihA		gA		yA
.		UNK		UNK
spIdo		0		0
ka		UNK		UNK
jarie		UNK		UNK
Apa		0		0
75		UNK		UNK
minita		0		0
meM		UNK		UNK
pUrA		UNK		UNK
rotaradEma		0		0
nihAra		0		0
sakelA		wA		yA
.		UNK		UNK
i		UNK		UNK
jagaha		0		0
ka		UNK		UNK
xeKakara		kara		kara
Apako		ko		ko
barabasa		UNK		UNK
'		UNK		UNK
silasilA		0		0
'		UNK		UNK
Pilma		0		0
ka		UNK		UNK
gAnA		0		0
'		UNK		UNK
xeKA		yA		yA
eka		UNK		UNK
KvAba		0		0
wo		UNK		UNK
silasile		0		0
hue...		yA		UNK
'		UNK		UNK
ka		UNK		UNK
yAxa		0		0
A		0		0
jAi		gA		0
.		UNK		UNK
vasaMwa		0		0
ka		UNK		UNK
mOsama		0		0
meM		UNK		UNK
xUra		UNK		0
waka		UNK		UNK
Kile		yA		yA
tyUlipa		0		0
ka		UNK		UNK
PUloM		0		0
ka		UNK		UNK
anupama		UNK		UNK
CatA		0		0
xeKawa		wA		UNK
hI		UNK		UNK
banalA		wA		yA
.		UNK		UNK
eke		ko		UNK
hOYlEMda		0		0
ka		UNK		UNK
gArdana		0		0
kahala		yA		0
jAlA		wA		yA
.		UNK		UNK
yUz		UNK		UNK
BI		UNK		UNK
nIxaralEMda		0		0
xuniyA		0		0
ka		UNK		UNK
sabase		UNK		UNK
badZA		UNK		UNK
PUla		0		0
uwpAxaka		0		0
Ora		UNK		UNK
vikrewA		0		0
xeSa		0		0
bA		hE		UNK
.		UNK		UNK
Apa		0		0
jaba		UNK		UNK
BI		UNK		UNK
ihAM		UNK		UNK
Aez		eM		eM
,		UNK		UNK
_NULL_		UNK		UNK
apane		0		0
hamasaPara		0		0
ka		UNK		UNK
lie		UNK		UNK
tyUlipa		0		0
ka		UNK		UNK
upahAra		0		UNK
KZarIxe		nA		0
na		UNK		UNK
BUlihA		eM		yA
.		UNK		UNK
yaxi		UNK		UNK
Apa		0		0
i		UNK		UNK
ukwi		0		0
para		UNK		UNK
viSvAsa		0		0
karelA		wA		yA
wa		UNK		UNK
kostara		0		0
dAyamaMda		0		0
ka		UNK		UNK
cakkara		0		kara
jarUra		UNK		UNK
lagAiegA		gA		gA
.		UNK		UNK
ihAM		UNK		UNK
anagaDZa		UNK		UNK
hIroM		0		0
ka		UNK		UNK
behaxa		UNK		0
KUbasUrawI		0		0
ka		UNK		UNK
sAWa		UNK		UNK
warASA		yA		0
jAlA		wA		yA
.		UNK		UNK
bAzXavagaDZa		0		0
ka		UNK		UNK
aMxara		UNK		0
banala		yA		0
prAcIna		UNK		0
kilA		0		0
BI		UNK		UNK
xeKe		nA		yA
yogya		UNK		0
bA		hE		UNK
.		UNK		UNK
purAwawva		0		0
vewwAoM		0		0
ka		UNK		UNK
anusAra		UNK		UNK
i		UNK		UNK
kilA		0		0
lagaBaga		UNK		UNK
2000		UNK		UNK
sAla		0		0
purAnA		UNK		0
bA		hE		UNK
.		UNK		UNK
i		UNK		UNK
kilA		0		0
ka		UNK		UNK
ulleKa		0		0
Siva		0		0
purANa		0		0
se		UNK		UNK
lekara		UNK		kara
nAraxa		0		0
paMca		0		0
rawnA		0		0
waka		UNK		UNK
meM		UNK		UNK
AvalA		wA		yA
.		UNK		UNK
kilA		0		0
ka		UNK		UNK
Upara		UNK		UNK
kaI		UNK		UNK
saxiyoM		0		0
waka		UNK		UNK
alaga		UNK		UNK
-		UNK		UNK
alaga		UNK		UNK
rAjaGarAnA		0		0
rAja		0		0
kainA		yA		yA
.		UNK		UNK
jinameM		meM		meM
se		UNK		UNK
magaXa		0		UNK
,		UNK		UNK
kalcurI		0		0
Ora		UNK		UNK
vikramAxiwya		0		0
siMGa		0		0
ka		UNK		UNK
rAjaGarAne		0		0
pramuKa		UNK		0
bA		hE		UNK
.		UNK		UNK
Aja		0		0
kilA		0		0
ka		UNK		UNK
BagnAvaSeRa		0		UNK
svarUpa		0		0
hI		UNK		UNK
SeRa		UNK		0
bA		hE		0
.		UNK		UNK
lekina		UNK		UNK
ihAM		UNK		UNK
ka		UNK		UNK
purAnI		UNK		UNK
xIvAroM		0		0
meM		UNK		UNK
iwihAsa		0		0
ka		UNK		UNK
kaI		UNK		UNK
rAja		0		0
kExa		0		0
bA		hE		0
.		UNK		UNK
kaba		UNK		UNK
jAi		eM		0
?		UNK		UNK
bAzXavagaDZa		0		0
jAe		nA		eM
ka		UNK		UNK
sahI		UNK		UNK
mOsama		0		0
ParavarI		0		0
se		UNK		UNK
jUna		0		0
mAha		0		0
waka		UNK		UNK
bA		hE		0
.		UNK		UNK
vEse		UNK		UNK
TaMda		0		0
ka		UNK		UNK
xina		0		0
meM		UNK		UNK
vAilda		UNK		0
lAiPa		0		0
jyAxA		UNK		UNK
KUbasUrawa		UNK		UNK
lagalA		wA		yA
.		UNK		UNK
mAnasUna		0		0
ka		UNK		UNK
kAraNa		UNK		0
pArka		0		0
ka		UNK		UNK
1		0		0
julAI		0		0
se		UNK		UNK
30		0		0
siwaMbara		0		0
waka		UNK		UNK
baMxa		UNK		UNK
kara		0		0
xevala		yA		0
gaila		wA		0
.		UNK		UNK
kEse		UNK		UNK
jAi		eM		0
?		UNK		UNK
Apa		0		0
plena		0		0
,		UNK		UNK
rela		0		0
yA		UNK		UNK
sadZaka		0		0
mArga		0		0
,		UNK		UNK
jisase		se		se
cAhe		UNK		yA
jA		0		0
sakelA		wA		yA
.		UNK		UNK
ihAM		UNK		UNK
ka		UNK		UNK
sabase		UNK		UNK
najaxIkI		UNK		UNK
eyaraporta		0		0
jabalapura		0		0
.		UNK		UNK
lekina		0		UNK
Apa		0		0
KajurAho		UNK		0
yA		0		UNK
xillI		UNK		0
se		UNK		UNK
ihAM		UNK		hE
ka		UNK		UNK
lie		UNK		UNK
sIXI		0		0
PlAita		0		0
le		wA		0
sakelA		UNK		gA
.		ke		UNK
ekare		UNK		yA
alAvA		0		UNK
Apa		0		0
katanI		UNK		0
,		0		UNK
sawanA		UNK		0
,		0		UNK
jabalapura		UNK		0
yA		0		UNK
xeSa		UNK		0
ka		0		UNK
kisI		UNK		0
BI		0		UNK
hissA		UNK		0
se		UNK		UNK
ihAM		UNK		hE
ka		UNK		UNK
lie		0		UNK
rela		UNK		0
yA		0		UNK
basa		0		0
suviXA		0		0
le		wA		0
sakelA		UNK		gA
.		UNK		UNK
kahAz		eM		UNK
TaharI		UNK		yA
?		UNK		UNK
ihAM		0		UNK
POYresta		UNK		0
ka		0		UNK
hotala		UNK		0
meM		UNK		UNK
xo		UNK		UNK
se		UNK		UNK
wIna		UNK		UNK
hajAra		0		UNK
rupae		UNK		0
meM		UNK		UNK
baDZiyA		UNK		0
eyarakUlda		UNK		0
Ora		UNK		UNK
esI		0		UNK
rUma		UNK		0
upalabXa		hE		0
bA		UNK		0
.		0		UNK
jaMgala		UNK		0
ka		UNK		UNK
bIcoMbIca		yA		0
bane		UNK		yA
i		UNK		UNK
KUbasUrawa		0		UNK
britiSa		UNK		0
kAlIna		0		UNK
Bavano		UNK		0
meM		nA		UNK
rahe		UNK		yA
eka		UNK		UNK
alaga		0		UNK
anuBava		hE		0
bA		UNK		UNK
.		UNK		UNK
lekina		UNK		UNK
yaxi		kA		UNK
ApakA		0		0
bajata		UNK		0
kama		hE		UNK
bA		UNK		UNK
wa		0		UNK
jaMgala		UNK		0
ka		UNK		UNK
bAhara		UNK		0
saswe		0		0
hotala		UNK		0
Ora		0		UNK
XarmaSAlAez		UNK		0
BI		hE		UNK
bA		UNK		UNK
.		UNK		UNK
ihAM		0		UNK
Apa		UNK		0
pAzca		UNK		UNK
hajAra		UNK		UNK
se		UNK		UNK
lekara		UNK		kara
bIsa		UNK		0
hajAra		0		UNK
rupae		UNK		0
meM		UNK		UNK
acCI		0		UNK
CuttiyAz		0		0
biwA		wA		0
sakalA		UNK		yA
.		UNK		UNK
ihe		0		ko
vajaha		hE		0
bA		UNK		UNK
ki		0		UNK
jEsalamera		UNK		0
ka		UNK		UNK
goldana		0		0
sitI		UNK		0
ka		0		UNK
nAma		UNK		0
se		UNK		UNK
BI		yA		UNK
jAnala		wA		0
jAlA		hE		yA
hE		UNK		hE
.		0		UNK
Sahara		UNK		0
iwanA		UNK		UNK
CotA		0		0
kRewra		UNK		0
meM		yA		UNK
Pailala		hE		0
bA		UNK		UNK
ki		0		UNK
sElAnI		UNK		0
ihAM		UNK		UNK
pExala		wA		0
GUmawe		yA		wA
hue		0		yA
maruBUmi		UNK		0
ka		UNK		UNK
i		UNK		UNK
sunaharA		0		0
mukuta		UNK		0
ka		0		UNK
nihAra		wA		0
sakelA		UNK		yA
.		yA		UNK
mAnala		wA		0
jAlA		UNK		yA
ki		0		UNK
jEsalamera		UNK		0
ka		0		UNK
sWApanA		UNK		0
BAtI		0		0
rAjapUwa		UNK		0
,		0		UNK
rAva		0		0
jEsala		UNK		0
12vIM		0		0
SawAbxI		UNK		0
meM		yA		UNK
kainA		UNK		yA
.		0		UNK
iwihAsa		UNK		0
ka		0		UNK
xqRti		UNK		0
se		eM		UNK
xeKA		UNK		yA
wa		0		UNK
jEsalamera		0		0
Sahara		UNK		0
para		0		UNK
KilajI		UNK		yA
,		0		UNK
rATOra		UNK		0
,		0		UNK
mugala		UNK		0
,		UNK		UNK
_NULL_		0		0
wugalaka		UNK		0
Axi		UNK		UNK
ne		UNK		UNK
kaI		0		UNK
bAra		0		0
AkramaNa		yA		0
kiyA		UNK		yA
.		ke		UNK
ekarA		UNK		0
bAvajUxa		0		UNK
jEsalamera		UNK		0
ka		UNK		UNK
SAhI		0		0
Bavana		0		0
rAjapUwa		0		0
SElI		UNK		0
ka		UNK		UNK
saccA		0		0
xyowaka		hE		0
bA		UNK		UNK
.		0		UNK
skOYtalEMda		UNK		0
ka		UNK		UNK
KUbasUrawa		0		UNK
kilA		UNK		0
ka		0		UNK
mAwa		wA		0
xewa		UNK		UNK
i		0		UNK
kilA		UNK		0
ka		0		UNK
nirmANa		0		0
BAtI		0		0
vaMSa		UNK		0
ka		0		UNK
rANA		0		0
jEsala		0		0
1156		UNK		0
meM		yA		UNK
kainA		UNK		yA
.		0		UNK
baluA		0		0
pawWara		UNK		0
se		yA		UNK
banala		UNK		UNK
i		UNK		UNK
Bavya		0		UNK
kilA		UNK		0
meM		UNK		UNK
99		0		UNK
burja		yA		0
banala		hE		0
bA		UNK		UNK
.		0		UNK
kilA		UNK		0
ka		UNK		UNK
cAra		0		UNK
praveSa		0		0
xvAra		hE		0
bA		UNK		UNK
,		ko		UNK
jeke		0		yA
gaNeSa		0		0
pola		UNK		0
,		0		UNK
sUraja		0		0
pola		UNK		0
,		0		UNK
BUwa		0		0
pola		UNK		0
Aura		0		0
havA		0		0
pola		UNK		0
ka		0		UNK
nAma		UNK		0
se		yA		UNK
jAnala		wA		0
jAlA		UNK		yA
.		UNK		UNK
i		0		UNK
kilA		UNK		0
rAjapUwI		0		0
sWApawya		0		0
kalA		UNK		0
ka		UNK		UNK
bejodZa		0		0
namUnA		hE		0
bA		UNK		UNK
.		UNK		UNK
purAne		0		0
samaya		UNK		0
ka		UNK		UNK
KUbasUrawa		UNK		UNK
Aura		UNK		0
badZe		0		UNK
Bavana		UNK		0
ka		0		UNK
haveliyoM		UNK		0
ka		0		UNK
nAma		UNK		0
se		yA		UNK
pahacAnala		wA		0
jAlA		UNK		yA
.		0		UNK
jEsalamera		UNK		0
meM		UNK		UNK
aisana		UNK		0
kaI		0		UNK
haveliyAz		hE		0
bA		UNK		WA
.		meM		UNK
inameM		UNK		meM
se		0		UNK
kuCa		UNK		UNK
200		0		UNK
sAloM		UNK		0
se		UNK		UNK
jyAxA		UNK		UNK
purAnA		hE		0
bA		UNK		UNK
,		UNK		UNK
lekina		UNK		UNK
iwanA		UNK		UNK
purAnA		nA		nA
hoe		UNK		gA
ka		UNK		UNK
bAxa		UNK		UNK
BI		kA		UNK
ekara		0		kara
camaka		nA		UNK
xeKala		UNK		UNK
lAyaka		hE		0
bA		UNK		0
.		0		UNK
uwwara		0		0
praxeSa		UNK		0
meM		UNK		UNK
GarelU		UNK		0
va(aura)		UNK		0
vixeSI		0		UNK
paryatakoM		UNK		0
kI(ke)		0		0
saMKyA		UNK		0
meM		UNK		UNK
ke		0		UNK
bAvajUxa		0		UNK
rAjya		0		0
sarakAra		0		0
paryatana		UNK		0
yojanAvana		UNK		0
ke		UNK		UNK
prawi		UNK		UNK
gaMBIra		UNK		UNK
nahIM(naiKe)		UNK		0
.		0		UNK
keMxrIya		0		UNK
paryatana		UNK		0
maMwrAlaya		nA		0
kA		hE		UNK
mAnala		UNK		0
ha		0		0
ki		UNK		UNK
rAjya		0		0
meM		UNK		UNK
paryatana		UNK		0
ke		0		UNK
kAPI		hE		UNK
saMBAvanA		UNK		0
bA		0		UNK
.		UNK		UNK
jagahana		0		0
ke		ko		UNK
pahacAna		UNK		UNK
kara		nA		0
unake		UNK		kA
vikasiwa		0		UNK
kare		UNK		yA
KAwira		0		UNK
keMxra		UNK		0
ArWika		nA		UNK
sahAyawA		UNK		0
BI		UNK		UNK
xeve		hE		0
KAwira		UNK		UNK
wEyAra		UNK		0
bA		0		UNK
.		UNK		UNK
lekina		UNK		UNK
koSiSana		0		0
ke		0		UNK
bAvajUxa		UNK		UNK
rAjya		UNK		0
sarakAra		UNK		0
ke		0		UNK
waraPa		UNK		UNK
se		UNK		UNK
eha		0		0
bAre		0		UNK
meM		UNK		UNK
kOno		UNK		UNK
praswAva		yA		0
prApwa		hE		UNK
nAhIM		UNK		UNK
Baila		0		0
ha		UNK		0
.		UNK		UNK
AMkadoM		UNK		0
ke		0		UNK
muwAbika		0		UNK
,		UNK		UNK
varRa		0		0
2002		UNK		0
meM		nA		UNK
rAjya		UNK		0
meM		UNK		UNK
Aye		0		UNK
vAlana		UNK		0
vixeSI		0		UNK
paryatakana		UNK		0
ke		UNK		UNK
saMKyA		WA		0
sAwa		UNK		UNK
lAKa		0		0
rahe		0		yA
.		UNK		UNK
u		kara		UNK
2004		UNK		0
meM		UNK		UNK
baDZakara		UNK		kara
nava		0		0
lAKa		yA		UNK
waka		UNK		UNK
jA		ke		0
pahuMcI		UNK		yA
.		0		UNK
ekare		0		UNK
bAvajUxa		UNK		UNK
rAjya		0		0
sarakAra		UNK		0
ye		kara		0
mAmalA		UNK		0
ke		UNK		UNK
lekara		UNK		kara
gaMBIra		0		UNK
naiKe		0		yA
.		UNK		UNK
paryatana		UNK		0
maMwrAlaya		UNK		0
ka		UNK		UNK
muwAbika		0		UNK
,		0		UNK
cAlU		UNK		0
viwwa		0		0
barasa		UNK		0
meM		0		UNK
laKanaU		UNK		0
-		0		UNK
xuXavA		0		0
-		0		UNK
kataranIGAta		UNK		0
paryatana		UNK		0
sarkita		UNK		0
ka		UNK		UNK
alAvA		0		UNK
kaI		UNK		UNK
anya		0		UNK
sWalana		UNK		0
ke		UNK		UNK
vikAsa		0		0
KAwira		nA		UNK
viwwIya		UNK		UNK
