Word		Original_feature		Predicted_feature
ka		psp		avy
KUbasUrawa		adj		adj
kalAkArI		n		n
xeKawa		v		adj
hI		avy		avy
banelA		v		v
.		punc		punc
lakRmInArAyaNa		n		n
maMxira		n		n
aura		avy		n
rAjamahala		n		n
ka		psp		avy
xIvArana		n		n
aura		avy		n
Cawana		n		n
ka		psp		avy
kalAwmakawA		n		n
ihAz		pn		pn
ka		psp		avy
samqxXi		n		n
ka		psp		avy
kahAnI		n		adj
kahawa		v		adj
ha		v		v
.		punc		punc
I		pn		num
mahala		n		n
rAjA		n		n
bIra		n		n
siMha		n		n
jUxeva		n		n
ne		psp		psp
17vIM		n		n
SawAbxI		n		n
meM		psp		psp
jahAzgIra		n		n
ka		psp		avy
oraCA		n		n
Ave		v		v
ka		psp		avy
pahile		nst		nst
banavaile		v		n
rahalana		v		n
.		punc		punc
ekara		pn		n
majabUwa		adj		adj
xIvArana		n		n
ka		psp		avy
sAWa		nst		nst
nAjukI		n		n
se		psp		psp
banala		v		n
Cawariyana		n		n
kamAla		n		n
ka		psp		avy
saMwulana		n		n
banAvawa		v		n
ha		v		num
aura		avy		n
isase		pn		pn
pUrI		adj		adj
imArawa		n		n
awyaMwa		avy		n
samqxXipUrNa		adj		adj
praBAva		n		n
xeve		v		v
le		v		v
.		punc		punc
cawurBuja		n		n
ka		psp		avy
AkAra		n		n
ka		psp		avy
i		pn		punc
mahala		n		n
17vIM		n		n
SawAbxI		n		n
meM		psp		psp
maXukara		n		v
SAha		n		nst
banavaile		v		n
rahalana		v		v
.		punc		punc
nIxaralEMda		n		n
,		punc		punc
jeke		pn		v
hOYlEMda		n		n
BI		avy		avy
kahala		v		n
jAlA		v		v
,		punc		punc
mOja		n		n
-		punc		punc
maswI		n		n
Aura		avy		n
suMxara		adj		n
najArA		n		psp
vAlA		psp		psp
xeSa		n		n
ha		v		v
.		punc		punc
ihAM		pn		pn
ke		psp		psp
sabase		avy		psp
KAsa		adj		num
bAwa		n		n
ihAM		pn		pn
ke		psp		psp
logoM		n		n
ka		psp		psp
sAikila		n		n
parema		n		n
ha		v		v
.		punc		punc
vEse		pn		psp
BI		avy		avy
i		pn		punc
xeSa		n		n
kAPI		avy		avy
CotA		adj		n
ha		v		n
,		punc		punc
_NULL_		avy		n
Ehikelie		pn		pn
xUriyAz		n		n
BI		avy		avy
kama		avy		avy
ha		v		v
.		punc		punc
Apa		pn		pn
pEMwisa		num		n
se		psp		psp
pEMwAlisa		num		n
kilomItara		n		n
ka		psp		avy
xAyarA		n		n
meM		psp		psp
ihAM		pn		pn
ka		psp		avy
rAjaXAnI		n		n
emstardama		n		n
ka		psp		avy
nihAra		v		n
sakawa		v		adj
ha		v		v
.		punc		punc
Pira		adv		adv
ihAM		pn		pn
ka		psp		avy
Abo		n		n
-		punc		punc
havA		n		n
kA		psp		psp
kahanA		v		v
hI		avy		avy
kA		pn		psp
_NULL_		v		n
.		punc		punc
ihAM		pn		pn
Akara		v		v
ApakA		pn		pn
mana		n		n
barabasa		adv		avy
hI		avy		avy
sAikila		n		adv
calAe		v		v
ka		psp		avy
bade		psp		n
macala		v		n
padZI		v		v
.		punc		punc
i		pn		punc
nIxaralEMda		n		n
ka		psp		avy
rAjaXAnI		n		n
bA		v		v
.		punc		punc
i		pn		punc
xuniyA		n		n
ka		psp		avy
sabase		avy		avy
raMgIna		adj		adj
SaharoM		n		n
meM		psp		psp
SumAra		adj		n
bA		v		v
.		punc		punc
ihAM		pn		pn
Apa		pn		pn
KUbasUrawa		adj		adj
myUjiyama		n		n
,		punc		punc
SAnaxAra		adj		n
paba		n		pn
,		punc		punc
_NULL_		avy		n
acCe		adj		adj
reswrAz		n		n
ka		psp		avy
sAWa		nst		nst
-		punc		punc
sAWa		nst		nst
KUbasUrawa		adj		adj
PUloM		n		n
ka		psp		avy
mArketa		n		n
ka		psp		avy
jAyajA		n		n
le		v		v
sakelA		v		v
.		punc		punc
i		pn		punc
Sahara		n		n
kaI		avy		avy
KUbasUrawa		adj		adj
naharoM		n		n
se		psp		psp
judZala		v		v
bA		v		v
.		punc		punc
yaxi		avy		avy
Apa		pn		pn
ihAM		pn		pn
aelA		v		v
wa		avy		avy
krUja		n		n
meM		psp		psp
sEra		n		n
kare		v		v
na		avy		avy
BUliyA		v		v
.		punc		punc
i		pn		punc
KUbasUrawa		adj		adj
samA		n		n
meM		psp		psp
apane		pn		pn
sAWI		n		n
ka		psp		avy
sAWa		nst		nst
krUja		n		n
ka		psp		avy
sEra		n		n
eka		num		num
anoKA		adj		n
anuBava		n		n
hoi		v		v
.		punc		punc
Pira		adv		adv
yaxi		avy		avy
nAita		n		n
meM		psp		psp
vAina		n		n
krUja		n		n
ka		psp		avy
luwPa		n		n
uTAyala		v		n
jAi		v		n
wa		avy		avy
kahanA		v		v
hI		avy		avy
kA		pn		psp
_NULL_		v		n
.		punc		punc
ihAM		pn		pn
samara		n		n
meM		psp		psp
kEnAla		n		n
hAusa		n		n
gArdana		n		n
Ama		adj		adj
logoM		n		n
ka		psp		avy
lie		psp		psp
Kola		v		n
xevala		v		v
jAlA		v		v
.		punc		punc
ihAM		pn		pn
ka		psp		avy
KUbasUrawI		n		n
Ora		avy		avy
hariyAlI		n		n
xeKawa		v		n
hI		avy		avy
banawa		v		n
lA		v		v
.		punc		punc
ihAM		pn		pn
yUropa		n		n
ka		psp		avy
sabase		avy		avy
purAnA		adj		v
jU		n		n
'		punc		punc
Aratisa		n		n
jUra		n		n
'		punc		punc
bA		v		v
.		punc		punc
ihAM		pn		pn
Apa		pn		pn
raMgIna		adj		adj
pariMxoM		n		n
se		psp		psp
lekara		v		v
nirAle		adj		adj
vanya		adj		n
jIva		n		n
ka		psp		avy
nihAra		v		n
sakelA		v		v
.		punc		punc
emstardama		n		n
ka		psp		avy
xaKina		n		n
meM		psp		psp
prasixXa		adj		adj
redalAita		n		n
ilAkA		n		v
bA		v		v
.		punc		punc
ihAM		pn		pn
seksa		n		n
SOYpsa		n		n
,		punc		punc
_NULL_		avy		n
seksa		n		n
myUjiyama		n		n
se		psp		psp
lekara		v		v
aisana		pn		n
bahuwa		avy		avy
kuCa		pn		pn
bA		v		avy
,		punc		punc
jekara		pn		v
kalpanA		n		n
BI		avy		avy
muSkila		adj		n
bA		v		v
.		punc		punc
e		pn		psp
galiyA		n		n
meM		psp		psp
grAhakoM		n		n
ka		psp		avy
AkarRiwa		adj		adj
kare		v		v
ka		psp		avy
lie		psp		psp
seksa		n		n
viMdo		n		n
banalA		v		v
.		punc		punc
jahavA		pn		pn
yuvawiyAz		n		n
nirvaswra		adj		n
KadZI		adj		adj
rahakara		v		v
grAhaka		n		n
ka		psp		avy
AkarRiwa		adj		adj
karanI		v		v
.		punc		punc
ihAM		pn		pn
KidZakiyoM		n		n
para		psp		psp
cAra		num		num
GaMte		n		n
KadZA		adj		v
rahe		v		v
ka		psp		avy
evaja		n		n
meM		psp		psp
inheM		pn		pn
KAsA		adj		n
tEksa		n		n
cukAe		v		v
padZalA		v		v
.		punc		punc
eke		pn		pn
sAWa		nst		nst
hI		avy		avy
ihAM		pn		pn
kaI		avy		avy
KUbasUrawa		adj		adj
myUjiyama		n		n
bA		v		avy
,		punc		punc
jahavA		pn		pn
Apako		pn		pn
daca		adj		n
iwihAsa		n		n
ka		psp		avy
acCI		adj		adj
jAnakArI		n		n
mila		v		v
jAi		v		n
.		punc		punc
i		pn		punc
Sahara		n		n
hOYlEMda		n		n
ka		psp		avy
xUsare		adj		num
SaharoM		n		n
se		psp		psp
kuCa		avy		avy
alaga		adj		v
bA		v		v
.		punc		punc
e		pn		psp
hAitEka		adj		n
sitI		n		n
ka		psp		avy
nihAre		v		n
ka		psp		avy
bade		psp		n
Apa		pn		pn
yUromArta		n		n
ka		psp		avy
maxaxa		n		n
le		v		v
sakelA		v		v
.		punc		punc
yUromArta		n		n
AXunika		adj		adj
liPta		n		n
bA		v		avy
,		punc		punc
jeke		pn		v
jarie		psp		psp
Apa		pn		pn
185		num		num
mItara		n		n
UzcAI		n		n
para		psp		psp
jAkara		v		v
rotaradEma		n		n
ka		psp		avy
pEronOYmika		adj		adj
vyU		n		n
xeKa		v		v
sakelA		v		v
.		punc		punc
ihAM		pn		pn
aneko		avy		n
myUjiyama		n		n
bA		v		v
.		punc		punc
eme		pn		n
se		psp		psp
merItAima		n		n
myUjiyama		n		n
kAPI		avy		avy
prasixGa		adj		n
bA		v		v
.		punc		punc
merItAima		n		n
myUjiyama		n		n
meM		psp		psp
Apa		pn		pn
awIwa		n		n
ka		psp		avy
badZakA		adj		n
-		punc		punc
badZakA		adj		n
jahAja		n		n
xeKa		v		v
sakelA		v		v
.		punc		punc
i		pn		punc
myUjiyama		n		n
meM		psp		psp
samuxrI		adj		adj
yAwrAoM		n		n
se		psp		psp
judZI		v		v
kaI		avy		avy
yAxeM		n		n
saMBAlakara		v		v
raKala		v		adj
gayala		v		n
bA		v		v
.		punc		punc
myUjiyama		n		n
nihAre		v		n
ka		psp		avy
sAWa		nst		nst
hI		avy		avy
spIdo		n		n
hArbara		n		n
tripa		n		n
ka		psp		avy
luwPa		n		n
le		v		v
nA		avy		avy
BUlihA		v		v
.		punc		punc
spIdo		n		n
ka		psp		avy
jarie		psp		psp
Apa		pn		pn
75		num		num
minita		n		n
meM		psp		psp
pUrA		adj		adj
rotaradEma		n		n
nihAra		v		n
sakelA		v		v
.		punc		punc
i		pn		punc
jagaha		n		n
ka		psp		avy
xeKakara		v		n
Apako		pn		pn
barabasa		adv		avy
'		punc		punc
silasilA		n		n
'		punc		punc
Pilma		n		n
ka		psp		avy
gAnA		n		n
'		punc		punc
xeKA		v		v
eka		num		num
KvAba		n		n
wo		avy		avy
silasile		n		n
hue...		v		num
'		punc		punc
ka		psp		avy
yAxa		n		n
A		v		v
jAi		v		n
.		punc		punc
vasaMwa		n		n
ka		psp		avy
mOsama		n		n
meM		psp		psp
xUra		nst		n
waka		psp		psp
Kile		v		v
tyUlipa		n		n
ka		psp		avy
PUloM		n		n
ka		psp		avy
anupama		adj		adj
CatA		n		n
xeKawa		v		adj
hI		avy		avy
banalA		v		v
.		punc		punc
eke		pn		pn
hOYlEMda		n		n
ka		psp		avy
gArdana		n		n
kahala		v		v
jAlA		v		v
.		punc		punc
yUz		adv		num
BI		avy		avy
nIxaralEMda		n		n
xuniyA		n		n
ka		psp		avy
sabase		avy		avy
badZA		adj		adj
PUla		n		n
uwpAxaka		n		n
Ora		avy		avy
vikrewA		n		n
xeSa		n		n
bA		v		v
.		punc		punc
Apa		pn		pn
jaba		pn		pn
BI		avy		avy
ihAM		pn		pn
Aez		v		v
,		punc		punc
_NULL_		unk		n
apane		pn		pn
hamasaPara		n		n
ka		psp		avy
lie		psp		psp
tyUlipa		n		n
ka		psp		avy
upahAra		n		n
KZarIxe		v		n
na		avy		avy
BUlihA		v		v
.		punc		punc
yaxi		avy		avy
Apa		pn		pn
i		pn		punc
ukwi		n		n
para		psp		psp
viSvAsa		n		n
karelA		v		v
wa		avy		avy
kostara		n		n
dAyamaMda		n		n
ka		psp		avy
cakkara		n		v
jarUra		adv		adj
lagAiegA		v		v
.		punc		punc
ihAM		pn		pn
anagaDZa		adj		adj
hIroM		n		n
ka		psp		avy
behaxa		adj		n
KUbasUrawI		n		n
ka		psp		avy
sAWa		nst		nst
warASA		v		n
jAlA		v		v
.		punc		punc
bAzXavagaDZa		n		n
ka		psp		avy
aMxara		nst		n
banala		v		n
prAcIna		adj		n
kilA		n		n
BI		avy		avy
xeKe		v		v
yogya		adj		n
bA		v		v
.		punc		punc
purAwawva		n		n
vewwAoM		n		n
ka		psp		avy
anusAra		psp		psp
i		pn		punc
kilA		n		n
lagaBaga		avy		avy
2000		num		num
sAla		n		n
purAnA		adj		n
bA		v		v
.		punc		punc
i		pn		punc
kilA		n		n
ka		psp		avy
ulleKa		n		n
Siva		n		n
purANa		n		n
se		psp		psp
lekara		psp		v
nAraxa		n		n
paMca		n		n
rawnA		n		n
waka		psp		psp
meM		psp		psp
AvalA		v		v
.		punc		punc
kilA		n		n
ka		psp		avy
Upara		nst		nst
kaI		avy		avy
saxiyoM		n		n
waka		psp		psp
alaga		adj		adj
-		punc		punc
alaga		adj		adj
rAjaGarAnA		n		n
rAja		n		n
kainA		v		v
.		punc		punc
jinameM		pn		pn
se		psp		psp
magaXa		n		n
,		punc		punc
kalcurI		n		n
Ora		avy		avy
vikramAxiwya		n		n
siMGa		n		n
ka		psp		psp
rAjaGarAne		n		n
pramuKa		adj		n
bA		v		v
.		punc		punc
Aja		n		n
kilA		n		n
ka		psp		avy
BagnAvaSeRa		n		adj
svarUpa		n		n
hI		avy		avy
SeRa		adj		n
bA		v		v
.		punc		punc
lekina		avy		avy
ihAM		pn		pn
ka		psp		avy
purAnI		adj		adj
xIvAroM		n		n
meM		psp		psp
iwihAsa		n		n
ka		psp		avy
kaI		avy		avy
rAja		n		n
kExa		n		n
bA		v		v
.		punc		punc
kaba		pn		pn
jAi		v		n
?		punc		punc
bAzXavagaDZa		n		n
jAe		v		v
ka		psp		avy
sahI		adj		adj
mOsama		n		n
ParavarI		n		n
se		psp		psp
jUna		n		n
mAha		n		n
waka		psp		psp
bA		v		v
.		punc		punc
vEse		adv		avy
TaMda		n		n
ka		psp		avy
xina		n		n
meM		psp		psp
vAilda		adj		n
lAiPa		n		n
jyAxA		avy		avy
KUbasUrawa		adj		adj
lagalA		v		v
.		punc		punc
mAnasUna		n		n
ka		psp		avy
kAraNa		n		n
pArka		n		n
ka		psp		avy
1		n		n
julAI		n		n
se		psp		psp
30		n		n
siwaMbara		n		n
waka		psp		psp
baMxa		adj		adj
kara		v		v
xevala		v		n
gaila		v		v
.		punc		punc
kEse		pn		avy
jAi		v		n
?		punc		punc
Apa		pn		pn
plena		n		n
,		punc		punc
rela		n		n
yA		avy		avy
sadZaka		n		n
mArga		n		n
,		punc		punc
jisase		pn		pn
cAhe		adv		v
jA		v		v
sakelA		v		v
.		punc		punc
ihAM		pn		pn
ka		psp		avy
sabase		avy		avy
najaxIkI		adj		adj
eyaraporta		n		n
jabalapura		n		n
.		punc		punc
lekina		avy		avy
Apa		pn		pn
KajurAho		n		n
yA		avy		avy
xillI		n		n
se		psp		psp
ihAM		pn		pn
ka		psp		avy
lie		psp		psp
sIXI		adj		n
PlAita		n		n
le		v		v
sakelA		v		v
.		punc		punc
ekare		pn		n
alAvA		psp		psp
Apa		pn		pn
katanI		n		n
,		punc		punc
sawanA		n		n
,		punc		punc
jabalapura		n		n
yA		avy		avy
xeSa		n		n
ka		psp		avy
kisI		pn		pn
BI		avy		avy
hissA		n		n
se		psp		psp
ihAM		pn		pn
ka		psp		avy
lie		psp		psp
rela		n		n
yA		avy		avy
basa		n		n
suviXA		n		n
le		v		v
sakelA		v		v
.		punc		punc
kahAz		pn		pn
TaharI		v		v
?		punc		punc
ihAM		pn		pn
POYresta		n		n
ka		psp		avy
hotala		n		n
meM		psp		psp
xo		num		num
se		psp		psp
wIna		num		num
hajAra		num		num
rupae		n		n
meM		psp		psp
baDZiyA		adj		n
eyarakUlda		adj		n
Ora		avy		avy
esI		adj		pn
rUma		n		n
upalabXa		adj		n
bA		v		v
.		punc		punc
jaMgala		n		n
ka		psp		avy
bIcoMbIca		nst		n
bane		v		v
i		pn		punc
KUbasUrawa		adj		adj
britiSa		n		n
kAlIna		adj		adj
Bavano		n		n
meM		psp		psp
rahe		v		v
eka		num		num
alaga		adj		adj
anuBava		n		n
bA		v		v
.		punc		punc
lekina		avy		avy
yaxi		avy		avy
ApakA		pn		pn
bajata		n		n
kama		avy		avy
bA		v		avy
wa		avy		avy
jaMgala		n		n
ka		psp		avy
bAhara		nst		n
saswe		adj		n
hotala		n		n
Ora		avy		avy
XarmaSAlAez		n		n
BI		avy		avy
bA		v		v
.		punc		punc
ihAM		pn		pn
Apa		pn		pn
pAzca		num		num
hajAra		num		num
se		psp		psp
lekara		psp		v
bIsa		num		n
hajAra		num		num
rupae		n		n
meM		psp		psp
acCI		adj		adj
CuttiyAz		n		n
biwA		v		v
sakalA		v		v
.		punc		punc
ihe		pn		pn
vajaha		n		n
bA		v		avy
ki		avy		avy
jEsalamera		n		n
ka		psp		avy
goldana		adj		n
sitI		n		n
ka		psp		avy
nAma		n		n
se		psp		psp
BI		avy		avy
jAnala		v		n
jAlA		v		v
hE		v		v
.		punc		punc
Sahara		n		n
iwanA		adj		adj
CotA		adj		n
kRewra		n		n
meM		psp		psp
Pailala		v		n
bA		v		avy
ki		avy		avy
sElAnI		n		n
ihAM		pn		pn
pExala		adj		n
GUmawe		v		v
hue		v		v
maruBUmi		n		n
ka		psp		avy
i		pn		punc
sunaharA		adj		n
mukuta		n		n
ka		psp		avy
nihAra		v		n
sakelA		v		v
.		punc		punc
mAnala		v		n
jAlA		v		v
ki		avy		avy
jEsalamera		n		n
ka		psp		avy
sWApanA		n		n
BAtI		adj		n
rAjapUwa		n		n
,		punc		punc
rAva		n		n
jEsala		n		n
12vIM		num		n
SawAbxI		n		n
meM		psp		psp
kainA		v		v
.		punc		punc
iwihAsa		n		n
ka		psp		avy
xqRti		n		n
se		psp		psp
xeKA		v		v
wa		avy		avy
jEsalamera		n		n
Sahara		n		n
para		psp		psp
KilajI		n		v
,		punc		punc
rATOra		n		n
,		punc		punc
mugala		n		n
,		punc		punc
_NULL_		unk		n
wugalaka		n		n
Axi		avy		avy
ne		psp		psp
kaI		avy		avy
bAra		n		n
AkramaNa		n		n
kiyA		v		v
.		punc		punc
ekarA		pn		n
bAvajUxa		psp		psp
jEsalamera		n		n
ka		psp		avy
SAhI		adj		n
Bavana		n		n
rAjapUwa		n		n
SElI		n		n
ka		psp		avy
saccA		adj		n
xyowaka		n		n
bA		v		v
.		punc		punc
skOYtalEMda		n		n
ka		psp		avy
KUbasUrawa		adj		adj
kilA		n		n
ka		psp		avy
mAwa		n		n
xewa		v		adj
i		pn		punc
kilA		n		n
ka		psp		avy
nirmANa		n		n
BAtI		n		n
vaMSa		n		n
ka		psp		avy
rANA		n		n
jEsala		n		n
1156		n		n
meM		psp		psp
kainA		v		v
.		punc		punc
baluA		n		n
pawWara		n		n
se		psp		psp
banala		v		adj
i		pn		punc
Bavya		adj		n
kilA		n		n
meM		psp		psp
99		num		num
burja		n		n
banala		v		n
bA		v		v
.		punc		punc
kilA		n		n
ka		psp		avy
cAra		num		num
praveSa		n		n
xvAra		n		n
bA		v		avy
,		punc		punc
jeke		pn		v
gaNeSa		n		n
pola		n		n
,		punc		punc
sUraja		n		n
pola		n		n
,		punc		punc
BUwa		n		n
pola		n		n
Aura		avy		n
havA		n		n
pola		n		n
ka		psp		avy
nAma		n		n
se		psp		psp
jAnala		v		v
jAlA		v		v
.		punc		punc
i		pn		punc
kilA		n		n
rAjapUwI		adj		n
sWApawya		n		n
kalA		n		n
ka		psp		avy
bejodZa		adj		n
namUnA		n		n
bA		v		v
.		punc		punc
purAne		adj		psp
samaya		n		n
ka		psp		avy
KUbasUrawa		adj		adj
Aura		avy		n
badZe		adj		adj
Bavana		n		n
ka		psp		avy
haveliyoM		n		n
ka		psp		avy
nAma		n		n
se		psp		psp
pahacAnala		v		n
jAlA		v		v
.		punc		punc
jEsalamera		n		n
meM		psp		psp
aisana		pn		n
kaI		avy		avy
haveliyAz		n		n
bA		v		v
.		punc		punc
inameM		pn		pn
se		psp		psp
kuCa		pn		avy
200		num		num
sAloM		n		n
se		psp		psp
jyAxA		avy		avy
purAnA		adj		v
bA		v		avy
,		punc		punc
lekina		avy		avy
iwanA		adj		adj
purAnA		adj		v
hoe		v		v
ka		psp		avy
bAxa		nst		nst
BI		avy		avy
ekara		pn		v
camaka		n		adj
xeKala		v		n
lAyaka		psp		n
bA		v		v
.		punc		punc
uwwara		n		n
praxeSa		n		n
meM		psp		psp
GarelU		adj		n
va(aura)		avy		n
vixeSI		adj		adj
paryatakoM		n		n
kI(ke)		psp		n
saMKyA		n		n
meM		psp		psp
ke		psp		psp
bAvajUxa		psp		psp
rAjya		n		n
sarakAra		n		n
paryatana		n		n
yojanAvana		n		n
ke		psp		psp
prawi		psp		psp
gaMBIra		adj		adj
nahIM(naiKe)		avy		n
.		punc		punc
keMxrIya		adj		adj
paryatana		n		n
maMwrAlaya		n		n
kA		psp		psp
mAnala		v		n
ha		v		v
ki		avy		avy
rAjya		n		n
meM		psp		psp
paryatana		n		n
ke		psp		psp
kAPI		avy		avy
saMBAvanA		n		n
bA		v		v
.		punc		punc
jagahana		n		n
ke		psp		psp
pahacAna		n		nst
kara		v		v
unake		pn		pn
vikasiwa		adj		adj
kare		v		v
KAwira		psp		psp
keMxra		n		n
ArWika		adj		adj
sahAyawA		n		n
BI		avy		avy
xeve		v		n
KAwira		psp		psp
wEyAra		adj		n
bA		v		v
.		punc		punc
lekina		avy		avy
koSiSana		n		n
ke		psp		psp
bAvajUxa		psp		psp
rAjya		n		n
sarakAra		n		n
ke		psp		psp
waraPa		nst		n
se		psp		psp
eha		pn		v
bAre		psp		psp
meM		psp		psp
kOno		pn		pn
praswAva		n		n
prApwa		adj		adj
nAhIM		avy		avy
Baila		v		v
ha		v		v
.		punc		punc
AMkadoM		n		n
ke		psp		psp
muwAbika		psp		psp
,		punc		punc
varRa		n		n
2002		n		n
meM		psp		psp
rAjya		n		n
meM		psp		psp
Aye		v		nst
vAlana		psp		n
vixeSI		adj		adj
paryatakana		n		n
ke		psp		psp
saMKyA		n		n
sAwa		num		num
lAKa		num		v
rahe		v		v
.		punc		punc
u		pn		num
2004		n		n
meM		psp		psp
baDZakara		v		v
nava		num		n
lAKa		num		num
waka		psp		psp
jA		v		v
pahuMcI		v		v
.		punc		punc
ekare		pn		n
bAvajUxa		psp		psp
rAjya		n		n
sarakAra		n		n
ye		pn		pn
mAmalA		n		n
ke		psp		psp
lekara		v		v
gaMBIra		adj		adj
naiKe		avy		v
.		punc		punc
paryatana		n		n
maMwrAlaya		n		n
ka		psp		avy
muwAbika		psp		psp
,		punc		punc
cAlU		adj		n
viwwa		n		n
barasa		n		n
meM		psp		psp
laKanaU		n		n
-		punc		punc
xuXavA		n		n
-		punc		punc
kataranIGAta		n		n
paryatana		n		n
sarkita		n		n
ka		psp		avy
alAvA		psp		psp
kaI		avy		avy
anya		adj		adj
sWalana		n		n
ke		psp		psp
vikAsa		n		n
KAwira		psp		psp
viwwIya		adj		adj
sahAyawA		n		n
xeve		v		n
ka		psp		avy
PEsalA		n		n
kaila		v		n
gaila		v		n
ha		v		v
.		punc		punc
rAjya		n		n
meM		psp		psp
XArmika		adj		adj
paryatana		n		n
ke		psp		psp
saMBAvanana		n		n
ke		psp		psp
xeKawe		v		v
BI		avy		avy
kewanA		avy		n
yojanA		n		n
ha		v		v
.		punc		punc
para		avy		psp
rAjya		n		n
sarakAra		n		n
aba		pn		pn
waka		psp		psp
ekarA		pn		v
bAre		psp		psp
meM		psp		psp
kOno		pn		pn
praswAva		n		n
nAhIM		avy		avy
Bejala		v		v
ha		v		v
.		punc		punc
keMxrIya		adj		adj
paryatana		n		n
rAjya		n		n
maMwrI		n		n
reNukA		n		n
cOXarI		n		n
ka		psp		avy
muwAbika		psp		psp
,		punc		punc
paryatana		n		n
ka		psp		avy
vikAsa		n		n
ke		psp		psp
muKya		adj		adj
jimmexArI		n		n
rAjya		n		n
sarakAra		n		n
ke		psp		psp
hE		v		v
.		punc		punc
lekina		avy		avy
keMxra		n		n
rAjya		n		n
sarakAra		n		n
se		psp		psp
salAha		n		n
-		punc		punc
maSavirA		n		n
kara		v		v
unake		pn		pn
paryatana		n		n
sWalana		n		n
ke		psp		psp
vikAsa		n		n
KAwira		psp		psp
ArWika		adj		adj
sahAyawA		n		n
muhEyA		adj		adj
karAye		v		v
KAwira		psp		psp
wEyAra		adj		adj
ha		v		v
.		punc		punc
rAjya		n		n
meM		psp		psp
GarelU		adj		n
aura		avy		n
vixeSI		adj		adj
paryatakoM		n		n
ke		psp		psp
saMKyA		n		n
meM		psp		psp
lagAwAra		adv		adv
ijAPA		n		n
ho		v		v
rahala		v		v
ha		v		v
.		punc		punc
keMxrIya		adj		adj
maMwrAlaya		n		n
i		pn		punc
ijAPA		n		n
ke		psp		psp
lekara		v		adj
kAPI		avy		avy
uwsAhiwa		adj		adj
.		punc		punc
gAMva		n		n
moraKedZI		n		n
ka		psp		avy
rAjakIya		adj		adj
prAimarI		n		n
skUla		n		n
se		psp		psp
xu		num		n
juvaka		n		n
eka		num		num
Caha		num		num
varRIya		adj		adj
baccA		n		n
ka		psp		avy
apaharana		n		n
kara		v		v
le		v		v
gailana		v		n
.		punc		punc
pulisa		n		n
ASaMkA		n		n
jawaile		v		n
ha		v		v
ki		avy		avy
apaharanakarawA		n		n
gAMva		n		n
ke		psp		psp
_NULL_		unk		adj
ho		v		v
sakawe		v		v
hEM		v		v
.		punc		punc
ohijA		adv		n
rohawaka		n		n
se		psp		psp
pulisa		n		n
ke		psp		psp
viSeRa		adj		adj
tIma		n		n
skUla		n		n
jAkara		v		v
aXyApakana		n		n
se		psp		psp
pUCawACa		n		n
kaila		v		v
.		punc		punc
xera		n		n
SAma		n		n
waka		psp		psp
baccavA		n		n
ka		psp		avy
bAre		psp		psp
meM		psp		psp
kavano		pn		n
surAga		n		n
nAhIM		avy		avy
milala		v		v
rahala		v		v
.		punc		punc
kaMsAlA		n		n
pulisa		n		n
cOkI		n		n
sarapaMca		n		n
jayasiMha		n		n
ka		psp		avy
bayAna		n		n
para		psp		psp
SikAyawa		n		n
xarja		adj		adj
kara		v		v
lehale		v		v
ha		v		v
.		punc		punc
pulisa		n		n
vAraxAwa		n		n
ke		psp		psp
vajaha		n		n
ApasI		adj		adj
